STATcube;;;;
;;;;
Versorgungsbilanz für Fleisch nach Arten ab 1994 in Tonnen (Q);;;;
Produkte nach Werte nach Jahr;;;;
Zählt: BRUTTOEIGENERZEUGUNG, Einfuhr lebender Tiere, Ausfuhr lebender Tiere, NETTOERZEUGUNG, Anfangsbestand, Endbestand, Einfuhr, Ausfuhr, INLANDSVERBRAUCH, Inlandsverbrauch pro Kopf in kg, SELBSTVERSORGUNGSGRAD in %, Menschlicher Verzehr, Menschlicher Verzehr pro Kopf in kg;;;;
;;;;
Produkte;Werte;Jahr;Anzahl;Anmerkungen
Rind- und Kalbfleisch;Einfuhr lebender Tiere;2018;24017;
Rind- und Kalbfleisch;Ausfuhr lebender Tiere;2019;15751;
Rind- und Kalbfleisch;Ausfuhr lebender Tiere;2020;14554;
Rind- und Kalbfleisch;Ausfuhr lebender Tiere;2021;11528;
Rind- und Kalbfleisch;Ausfuhr lebender Tiere;2022;11024;
Rind- und Kalbfleisch;Ausfuhr lebender Tiere;2023;13882;
Rind- und Kalbfleisch;Ausfuhr lebender Tiere;1994;24175;
Rind- und Kalbfleisch;Ausfuhr lebender Tiere;1995;18184;
Rind- und Kalbfleisch;Ausfuhr lebender Tiere;1996;20998;
Rind- und Kalbfleisch;Ausfuhr lebender Tiere;1998;21788;
Rind- und Kalbfleisch;Ausfuhr lebender Tiere;1999;22233;
Rind- und Kalbfleisch;Ausfuhr lebender Tiere;1997;20540;
Rind- und Kalbfleisch;Ausfuhr lebender Tiere;2000;20910;
Rind- und Kalbfleisch;Ausfuhr lebender Tiere;2001;12858;
Rind- und Kalbfleisch;Ausfuhr lebender Tiere;2002;12738;
Rind- und Kalbfleisch;Ausfuhr lebender Tiere;2003;13956;
Rind- und Kalbfleisch;Ausfuhr lebender Tiere;2004;14747;
Rind- und Kalbfleisch;Ausfuhr lebender Tiere;2006;17958;
Rind- und Kalbfleisch;Ausfuhr lebender Tiere;2005;16192;
Rind- und Kalbfleisch;Ausfuhr lebender Tiere;2007;20075;
Rind- und Kalbfleisch;Ausfuhr lebender Tiere;2008;19797;
Rind- und Kalbfleisch;Ausfuhr lebender Tiere;2010;19034;
Rind- und Kalbfleisch;Ausfuhr lebender Tiere;2009;16945;
Rind- und Kalbfleisch;Ausfuhr lebender Tiere;2011;24179;
Rind- und Kalbfleisch;Ausfuhr lebender Tiere;2012;22929;
Rind- und Kalbfleisch;Ausfuhr lebender Tiere;2013;19621;
Rind- und Kalbfleisch;Ausfuhr lebender Tiere;2014;18905;
Rind- und Kalbfleisch;Ausfuhr lebender Tiere;2015;17483;
Rind- und Kalbfleisch;Ausfuhr lebender Tiere;2016;17912;
Rind- und Kalbfleisch;Ausfuhr lebender Tiere;2017;17996;
Rind- und Kalbfleisch;Ausfuhr lebender Tiere;2018;15606;
Rind- und Kalbfleisch;NETTOERZEUGUNG;2019;229907;
Rind- und Kalbfleisch;NETTOERZEUGUNG;2020;216184;
Rind- und Kalbfleisch;NETTOERZEUGUNG;2021;213948;
Rind- und Kalbfleisch;NETTOERZEUGUNG;2022;210121;
Rind- und Kalbfleisch;NETTOERZEUGUNG;2023;204581;
Rind- und Kalbfleisch;NETTOERZEUGUNG;1994;211870;
Rind- und Kalbfleisch;NETTOERZEUGUNG;1995;195880;
Rind- und Kalbfleisch;NETTOERZEUGUNG;1996;222350;
Rind- und Kalbfleisch;NETTOERZEUGUNG;1998;196882;
Rind- und Kalbfleisch;NETTOERZEUGUNG;1999;203333;
Rind- und Kalbfleisch;NETTOERZEUGUNG;1997;206021;
Rind- und Kalbfleisch;NETTOERZEUGUNG;2000;203489;
Rind- und Kalbfleisch;NETTOERZEUGUNG;2001;215096;
Rind- und Kalbfleisch;NETTOERZEUGUNG;2002;211855;
Rind- und Kalbfleisch;NETTOERZEUGUNG;2003;207737;
Rind- und Kalbfleisch;NETTOERZEUGUNG;2004;206102;
Rind- und Kalbfleisch;NETTOERZEUGUNG;2006;216478;
Rind- und Kalbfleisch;NETTOERZEUGUNG;2005;204468;
Rind- und Kalbfleisch;NETTOERZEUGUNG;2007;217784;
Rind- und Kalbfleisch;NETTOERZEUGUNG;2008;224231;
Rind- und Kalbfleisch;NETTOERZEUGUNG;2010;226677;
Rind- und Kalbfleisch;NETTOERZEUGUNG;2009;226294;
Rind- und Kalbfleisch;NETTOERZEUGUNG;2011;222168;
Rind- und Kalbfleisch;NETTOERZEUGUNG;2012;222157;
Rind- und Kalbfleisch;NETTOERZEUGUNG;2013;228912;
Rind- und Kalbfleisch;NETTOERZEUGUNG;2014;223194;
Rind- und Kalbfleisch;NETTOERZEUGUNG;2015;229647;
Rind- und Kalbfleisch;NETTOERZEUGUNG;2016;228335;
Rind- und Kalbfleisch;NETTOERZEUGUNG;2017;226859;
Rind- und Kalbfleisch;NETTOERZEUGUNG;2018;233724;
Rind- und Kalbfleisch;Anfangsbestand;2019;-;
Rind- und Kalbfleisch;Anfangsbestand;2020;-;
Rind- und Kalbfleisch;Anfangsbestand;2021;-;
Rind- und Kalbfleisch;Anfangsbestand;2022;-;
Rind- und Kalbfleisch;Anfangsbestand;2023;-;
Rind- und Kalbfleisch;Anfangsbestand;1994;135;
Rind- und Kalbfleisch;Anfangsbestand;1995;-;
Rind- und Kalbfleisch;Anfangsbestand;1996;-;
Rind- und Kalbfleisch;Anfangsbestand;1998;14069;
Rind- und Kalbfleisch;Anfangsbestand;1999;8411;
Rind- und Kalbfleisch;Anfangsbestand;1997;10728;
Rind- und Kalbfleisch;Anfangsbestand;2000;-;
Rind- und Kalbfleisch;Anfangsbestand;2001;167;
Rind- und Kalbfleisch;Anfangsbestand;2002;2749;
Rind- und Kalbfleisch;Anfangsbestand;2003;1158;
Rind- und Kalbfleisch;Anfangsbestand;2004;-;
Rind- und Kalbfleisch;Anfangsbestand;2006;-;
Rind- und Kalbfleisch;Anfangsbestand;2005;-;
Rind- und Kalbfleisch;Anfangsbestand;2007;-;
Rind- und Kalbfleisch;Anfangsbestand;2008;-;
Rind- und Kalbfleisch;Anfangsbestand;2010;-;
Rind- und Kalbfleisch;Anfangsbestand;2009;-;
Rind- und Kalbfleisch;Anfangsbestand;2011;-;
Rind- und Kalbfleisch;Anfangsbestand;2012;-;
Rind- und Kalbfleisch;Anfangsbestand;2013;-;
Rind- und Kalbfleisch;Anfangsbestand;2014;-;
Rind- und Kalbfleisch;Anfangsbestand;2015;-;
Rind- und Kalbfleisch;Anfangsbestand;2016;-;
Rind- und Kalbfleisch;Anfangsbestand;2017;-;
Rind- und Kalbfleisch;Anfangsbestand;2018;-;
Rind- und Kalbfleisch;Endbestand;2019;-;
Rind- und Kalbfleisch;Endbestand;2020;-;
Rind- und Kalbfleisch;Endbestand;2021;-;
Rind- und Kalbfleisch;Endbestand;2022;-;
Rind- und Kalbfleisch;Endbestand;2023;-;
Rind- und Kalbfleisch;Endbestand;1994;-;
Rind- und Kalbfleisch;Endbestand;1995;-;
Rind- und Kalbfleisch;Endbestand;1996;10728;
Rind- und Kalbfleisch;Endbestand;1998;8411;
Rind- und Kalbfleisch;Endbestand;1999;-;
Rind- und Kalbfleisch;Endbestand;1997;14069;
Rind- und Kalbfleisch;Endbestand;2000;167;
Rind- und Kalbfleisch;Endbestand;2001;2749;
Rind- und Kalbfleisch;Endbestand;2002;1158;
Rind- und Kalbfleisch;Endbestand;2003;-;
Rind- und Kalbfleisch;Endbestand;2004;-;
Rind- und Kalbfleisch;Endbestand;2006;-;
Rind- und Kalbfleisch;Endbestand;2005;-;
Rind- und Kalbfleisch;Endbestand;2007;-;
Rind- und Kalbfleisch;Endbestand;2008;-;
Rind- und Kalbfleisch;Endbestand;2010;-;
Rind- und Kalbfleisch;Endbestand;2009;-;
Rind- und Kalbfleisch;Endbestand;2011;-;
Rind- und Kalbfleisch;Endbestand;2012;-;
Rind- und Kalbfleisch;Endbestand;2013;-;
Rind- und Kalbfleisch;Endbestand;2014;-;
Rind- und Kalbfleisch;Endbestand;2015;-;
Rind- und Kalbfleisch;Endbestand;2016;-;
Rind- und Kalbfleisch;Endbestand;2017;-;
Rind- und Kalbfleisch;Endbestand;2018;-;
Rind- und Kalbfleisch;Einfuhr;2019;61364;
Rind- und Kalbfleisch;Einfuhr;2020;56036;
Rind- und Kalbfleisch;Einfuhr;2021;52908;
Rind- und Kalbfleisch;Einfuhr;2022;56963;
Rind- und Kalbfleisch;Einfuhr;2023;57262;
Rind- und Kalbfleisch;Einfuhr;1994;2410;
Rind- und Kalbfleisch;Einfuhr;1995;17575;
Rind- und Kalbfleisch;Einfuhr;1996;13352;
Rind- und Kalbfleisch;Einfuhr;1998;14413;
Rind- und Kalbfleisch;Einfuhr;1999;18650;
Rind- und Kalbfleisch;Einfuhr;1997;13650;
Rind- und Kalbfleisch;Einfuhr;2000;14726;
Rind- und Kalbfleisch;Einfuhr;2001;10282;
Rind- und Kalbfleisch;Einfuhr;2002;12188;
Rind- und Kalbfleisch;Einfuhr;2003;14663;
Rind- und Kalbfleisch;Einfuhr;2004;17486;
Rind- und Kalbfleisch;Einfuhr;2006;21998;
Rind- und Kalbfleisch;Einfuhr;2005;23106;
Rind- und Kalbfleisch;Einfuhr;2007;25797;
Rind- und Kalbfleisch;Einfuhr;2008;32110;
Rind- und Kalbfleisch;Einfuhr;2010;43892;
Rind- und Kalbfleisch;Einfuhr;2009;35624;
Rind- und Kalbfleisch;Einfuhr;2011;45913;
Rind- und Kalbfleisch;Einfuhr;2012;47509;
Rind- und Kalbfleisch;Einfuhr;2013;42976;
Rind- und Kalbfleisch;Einfuhr;2014;48154;
Rind- und Kalbfleisch;Einfuhr;2015;48969;
Rind- und Kalbfleisch;Einfuhr;2016;55561;
Rind- und Kalbfleisch;Einfuhr;2017;61169;
Rind- und Kalbfleisch;Einfuhr;2018;55056;
Rind- und Kalbfleisch;Ausfuhr;2019;134047;
Rind- und Kalbfleisch;Ausfuhr;2020;127656;
Rind- und Kalbfleisch;Ausfuhr;2021;128104;
Rind- und Kalbfleisch;Ausfuhr;2022;127709;
Rind- und Kalbfleisch;Ausfuhr;2023;126986;
Rind- und Kalbfleisch;Ausfuhr;1994;50720;
Rind- und Kalbfleisch;Ausfuhr;1995;56144;
Rind- und Kalbfleisch;Ausfuhr;1996;62872;
Rind- und Kalbfleisch;Ausfuhr;1998;67512;
Rind- und Kalbfleisch;Ausfuhr;1999;74223;
Rind- und Kalbfleisch;Ausfuhr;1997;58315;
Rind- und Kalbfleisch;Ausfuhr;2000;59262;
Rind- und Kalbfleisch;Ausfuhr;2001;74330;
Rind- und Kalbfleisch;Ausfuhr;2002;74618;
Rind- und Kalbfleisch;Ausfuhr;2003;70933;
Rind- und Kalbfleisch;Ausfuhr;2004;79464;
Rind- und Kalbfleisch;Ausfuhr;2006;87882;
Rind- und Kalbfleisch;Ausfuhr;2005;79691;
Rind- und Kalbfleisch;Ausfuhr;2007;91932;
Rind- und Kalbfleisch;Ausfuhr;2008;103702;
Rind- und Kalbfleisch;Ausfuhr;2010;118112;
Rind- und Kalbfleisch;Ausfuhr;2009;108682;
Rind- und Kalbfleisch;Ausfuhr;2011;118155;
Rind- und Kalbfleisch;Ausfuhr;2012;118970;
Rind- und Kalbfleisch;Ausfuhr;2013;120265;
Rind- und Kalbfleisch;Ausfuhr;2014;124793;
Rind- und Kalbfleisch;Ausfuhr;2015;128899;
Rind- und Kalbfleisch;Ausfuhr;2016;127128;
Rind- und Kalbfleisch;Ausfuhr;2017;130257;
Rind- und Kalbfleisch;Ausfuhr;2018;129281;
Rind- und Kalbfleisch;INLANDSVERBRAUCH;2019;157224;
Rind- und Kalbfleisch;INLANDSVERBRAUCH;2020;144564;
Rind- und Kalbfleisch;INLANDSVERBRAUCH;2021;138753;
Rind- und Kalbfleisch;INLANDSVERBRAUCH;2022;139376;
Rind- und Kalbfleisch;INLANDSVERBRAUCH;2023;134858;
Rind- und Kalbfleisch;INLANDSVERBRAUCH;1994;163695;
Rind- und Kalbfleisch;INLANDSVERBRAUCH;1995;157311;
Rind- und Kalbfleisch;INLANDSVERBRAUCH;1996;162102;
Rind- und Kalbfleisch;INLANDSVERBRAUCH;1998;149441;
Rind- und Kalbfleisch;INLANDSVERBRAUCH;1999;156171;
Rind- und Kalbfleisch;INLANDSVERBRAUCH;1997;158015;
Rind- und Kalbfleisch;INLANDSVERBRAUCH;2000;158786;
Rind- und Kalbfleisch;INLANDSVERBRAUCH;2001;148466;
Rind- und Kalbfleisch;INLANDSVERBRAUCH;2002;151016;
Rind- und Kalbfleisch;INLANDSVERBRAUCH;2003;152625;
Rind- und Kalbfleisch;INLANDSVERBRAUCH;2004;144123;
Rind- und Kalbfleisch;INLANDSVERBRAUCH;2006;150594;
Rind- und Kalbfleisch;INLANDSVERBRAUCH;2005;147883;
Rind- und Kalbfleisch;INLANDSVERBRAUCH;2007;151649;
Rind- und Kalbfleisch;INLANDSVERBRAUCH;2008;152640;
Rind- und Kalbfleisch;INLANDSVERBRAUCH;2010;152457;
Rind- und Kalbfleisch;INLANDSVERBRAUCH;2009;153236;
Rind- und Kalbfleisch;INLANDSVERBRAUCH;2011;149926;
Rind- und Kalbfleisch;INLANDSVERBRAUCH;2012;150696;
Rind- und Kalbfleisch;INLANDSVERBRAUCH;2013;151624;
Rind- und Kalbfleisch;INLANDSVERBRAUCH;2014;146554;
Rind- und Kalbfleisch;INLANDSVERBRAUCH;2015;149717;
Rind- und Kalbfleisch;INLANDSVERBRAUCH;2016;156767;
Rind- und Kalbfleisch;INLANDSVERBRAUCH;2017;157771;
Rind- und Kalbfleisch;INLANDSVERBRAUCH;2018;159499;
Rind- und Kalbfleisch;Inlandsverbrauch pro Kopf in kg;2019;17,7;
Rind- und Kalbfleisch;Inlandsverbrauch pro Kopf in kg;2020;16,2;
Rind- und Kalbfleisch;Inlandsverbrauch pro Kopf in kg;2021;15,5;
Rind- und Kalbfleisch;Inlandsverbrauch pro Kopf in kg;2022;15,4;
Rind- und Kalbfleisch;Inlandsverbrauch pro Kopf in kg;2023;14,8;
Rind- und Kalbfleisch;Inlandsverbrauch pro Kopf in kg;1994;20,4;
Rind- und Kalbfleisch;Inlandsverbrauch pro Kopf in kg;1995;19,5;
Rind- und Kalbfleisch;Inlandsverbrauch pro Kopf in kg;1996;20,1;
Rind- und Kalbfleisch;Inlandsverbrauch pro Kopf in kg;1998;18,5;
Rind- und Kalbfleisch;Inlandsverbrauch pro Kopf in kg;1999;19,3;
Rind- und Kalbfleisch;Inlandsverbrauch pro Kopf in kg;1997;19,6;
Rind- und Kalbfleisch;Inlandsverbrauch pro Kopf in kg;2000;19,6;
Rind- und Kalbfleisch;Inlandsverbrauch pro Kopf in kg;2001;18,4;
Rind- und Kalbfleisch;Inlandsverbrauch pro Kopf in kg;2002;18,8;
Rind- und Kalbfleisch;Inlandsverbrauch pro Kopf in kg;2003;18,8;
Rind- und Kalbfleisch;Inlandsverbrauch pro Kopf in kg;2004;17,6;
Rind- und Kalbfleisch;Inlandsverbrauch pro Kopf in kg;2006;18,2;
Rind- und Kalbfleisch;Inlandsverbrauch pro Kopf in kg;2005;18;
Rind- und Kalbfleisch;Inlandsverbrauch pro Kopf in kg;2007;18,2;
Rind- und Kalbfleisch;Inlandsverbrauch pro Kopf in kg;2008;18,3;
Rind- und Kalbfleisch;Inlandsverbrauch pro Kopf in kg;2010;18,2;
Rind- und Kalbfleisch;Inlandsverbrauch pro Kopf in kg;2009;18,3;
Rind- und Kalbfleisch;Inlandsverbrauch pro Kopf in kg;2011;17,8;
Rind- und Kalbfleisch;Inlandsverbrauch pro Kopf in kg;2012;17,9;
Rind- und Kalbfleisch;Inlandsverbrauch pro Kopf in kg;2013;17,9;
Rind- und Kalbfleisch;Inlandsverbrauch pro Kopf in kg;2014;17,2;
Rind- und Kalbfleisch;Inlandsverbrauch pro Kopf in kg;2015;17,4;
Rind- und Kalbfleisch;Inlandsverbrauch pro Kopf in kg;2016;17,9;
Rind- und Kalbfleisch;Inlandsverbrauch pro Kopf in kg;2017;17,9;
Rind- und Kalbfleisch;Inlandsverbrauch pro Kopf in kg;2018;18;
Rind- und Kalbfleisch;SELBSTVERSORGUNGSGRAD in %;2019;142;
Rind- und Kalbfleisch;SELBSTVERSORGUNGSGRAD in %;2020;145;
Rind- und Kalbfleisch;SELBSTVERSORGUNGSGRAD in %;2021;147;
Rind- und Kalbfleisch;SELBSTVERSORGUNGSGRAD in %;2022;144;
Rind- und Kalbfleisch;SELBSTVERSORGUNGSGRAD in %;2023;148;
Rind- und Kalbfleisch;SELBSTVERSORGUNGSGRAD in %;1994;144;
Rind- und Kalbfleisch;SELBSTVERSORGUNGSGRAD in %;1995;132;
Rind- und Kalbfleisch;SELBSTVERSORGUNGSGRAD in %;1996;148;
Rind- und Kalbfleisch;SELBSTVERSORGUNGSGRAD in %;1998;141;
Rind- und Kalbfleisch;SELBSTVERSORGUNGSGRAD in %;1999;140;
Rind- und Kalbfleisch;SELBSTVERSORGUNGSGRAD in %;1997;140;
Rind- und Kalbfleisch;SELBSTVERSORGUNGSGRAD in %;2000;135;
Rind- und Kalbfleisch;SELBSTVERSORGUNGSGRAD in %;2001;152;
Rind- und Kalbfleisch;SELBSTVERSORGUNGSGRAD in %;2002;146;
Rind- und Kalbfleisch;SELBSTVERSORGUNGSGRAD in %;2003;142;
Rind- und Kalbfleisch;SELBSTVERSORGUNGSGRAD in %;2004;147;
Rind- und Kalbfleisch;SELBSTVERSORGUNGSGRAD in %;2006;146;
Rind- und Kalbfleisch;SELBSTVERSORGUNGSGRAD in %;2005;140;
Rind- und Kalbfleisch;SELBSTVERSORGUNGSGRAD in %;2007;147;
Rind- und Kalbfleisch;SELBSTVERSORGUNGSGRAD in %;2008;146;
Rind- und Kalbfleisch;SELBSTVERSORGUNGSGRAD in %;2010;145;
Rind- und Kalbfleisch;SELBSTVERSORGUNGSGRAD in %;2009;142;
Rind- und Kalbfleisch;SELBSTVERSORGUNGSGRAD in %;2011;150;
Rind- und Kalbfleisch;SELBSTVERSORGUNGSGRAD in %;2012;146;
Rind- und Kalbfleisch;SELBSTVERSORGUNGSGRAD in %;2013;146;
Rind- und Kalbfleisch;SELBSTVERSORGUNGSGRAD in %;2014;148;
Rind- und Kalbfleisch;SELBSTVERSORGUNGSGRAD in %;2015;146;
Rind- und Kalbfleisch;SELBSTVERSORGUNGSGRAD in %;2016;141;
Rind- und Kalbfleisch;SELBSTVERSORGUNGSGRAD in %;2017;140;
Rind- und Kalbfleisch;SELBSTVERSORGUNGSGRAD in %;2018;141;
Rind- und Kalbfleisch;Menschlicher Verzehr;2019;105340;
Rind- und Kalbfleisch;Menschlicher Verzehr;2020;96858;
Rind- und Kalbfleisch;Menschlicher Verzehr;2021;92964;
Rind- und Kalbfleisch;Menschlicher Verzehr;2022;93382;
Rind- und Kalbfleisch;Menschlicher Verzehr;2023;90355;
Rind- und Kalbfleisch;Menschlicher Verzehr;1994;109676;
Rind- und Kalbfleisch;Menschlicher Verzehr;1995;105399;
Rind- und Kalbfleisch;Menschlicher Verzehr;1996;108608;
Rind- und Kalbfleisch;Menschlicher Verzehr;1998;100125;
Rind- und Kalbfleisch;Menschlicher Verzehr;1999;104635;
Rind- und Kalbfleisch;Menschlicher Verzehr;1997;105870;
Rind- und Kalbfleisch;Menschlicher Verzehr;2000;106386;
Rind- und Kalbfleisch;Menschlicher Verzehr;2001;99472;
Rind- und Kalbfleisch;Menschlicher Verzehr;2002;101181;
Rind- und Kalbfleisch;Menschlicher Verzehr;2003;102259;
Rind- und Kalbfleisch;Menschlicher Verzehr;2004;96563;
Rind- und Kalbfleisch;Menschlicher Verzehr;2006;100898;
Rind- und Kalbfleisch;Menschlicher Verzehr;2005;99082;
Rind- und Kalbfleisch;Menschlicher Verzehr;2007;101605;
Rind- und Kalbfleisch;Menschlicher Verzehr;2008;102268;
Rind- und Kalbfleisch;Menschlicher Verzehr;2010;102146;
Rind- und Kalbfleisch;Menschlicher Verzehr;2009;102668;
Rind- und Kalbfleisch;Menschlicher Verzehr;2011;100450;
Rind- und Kalbfleisch;Menschlicher Verzehr;2012;100967;
Rind- und Kalbfleisch;Menschlicher Verzehr;2013;101588;
Rind- und Kalbfleisch;Menschlicher Verzehr;2014;98192;
Rind- und Kalbfleisch;Menschlicher Verzehr;2015;100310;
Rind- und Kalbfleisch;Menschlicher Verzehr;2016;105034;
Rind- und Kalbfleisch;Menschlicher Verzehr;2017;105706;
Rind- und Kalbfleisch;Menschlicher Verzehr;2018;106864;
Rind- und Kalbfleisch;Menschlicher Verzehr pro Kopf in kg;2019;11,9;
Rind- und Kalbfleisch;Menschlicher Verzehr pro Kopf in kg;2020;10,9;
Rind- und Kalbfleisch;Menschlicher Verzehr pro Kopf in kg;2021;10,4;
Rind- und Kalbfleisch;Menschlicher Verzehr pro Kopf in kg;2022;10,3;
Rind- und Kalbfleisch;Menschlicher Verzehr pro Kopf in kg;2023;9,9;
Rind- und Kalbfleisch;Menschlicher Verzehr pro Kopf in kg;1994;13,7;
Rind- und Kalbfleisch;Menschlicher Verzehr pro Kopf in kg;1995;13,1;
Rind- und Kalbfleisch;Menschlicher Verzehr pro Kopf in kg;1996;13,5;
Rind- und Kalbfleisch;Menschlicher Verzehr pro Kopf in kg;1998;12,4;
Rind- und Kalbfleisch;Menschlicher Verzehr pro Kopf in kg;1999;12,9;
Rind- und Kalbfleisch;Menschlicher Verzehr pro Kopf in kg;1997;13,1;
Rind- und Kalbfleisch;Menschlicher Verzehr pro Kopf in kg;2000;13,1;
Rind- und Kalbfleisch;Menschlicher Verzehr pro Kopf in kg;2001;12,3;
Rind- und Kalbfleisch;Menschlicher Verzehr pro Kopf in kg;2002;12,6;
Rind- und Kalbfleisch;Menschlicher Verzehr pro Kopf in kg;2003;12,6;
Rind- und Kalbfleisch;Menschlicher Verzehr pro Kopf in kg;2004;11,8;
Rind- und Kalbfleisch;Menschlicher Verzehr pro Kopf in kg;2006;12,2;
Rind- und Kalbfleisch;Menschlicher Verzehr pro Kopf in kg;2005;12;
Rind- und Kalbfleisch;Menschlicher Verzehr pro Kopf in kg;2007;12,2;
Rind- und Kalbfleisch;Menschlicher Verzehr pro Kopf in kg;2008;12,3;
Rind- und Kalbfleisch;Menschlicher Verzehr pro Kopf in kg;2010;12,2;
Rind- und Kalbfleisch;Menschlicher Verzehr pro Kopf in kg;2009;12,3;
Rind- und Kalbfleisch;Menschlicher Verzehr pro Kopf in kg;2011;11,9;
Rind- und Kalbfleisch;Menschlicher Verzehr pro Kopf in kg;2012;12;
Rind- und Kalbfleisch;Menschlicher Verzehr pro Kopf in kg;2013;12;
Rind- und Kalbfleisch;Menschlicher Verzehr pro Kopf in kg;2014;11,5;
Rind- und Kalbfleisch;Menschlicher Verzehr pro Kopf in kg;2015;11,6;
Rind- und Kalbfleisch;Menschlicher Verzehr pro Kopf in kg;2016;12;
Rind- und Kalbfleisch;Menschlicher Verzehr pro Kopf in kg;2017;12;
Rind- und Kalbfleisch;Menschlicher Verzehr pro Kopf in kg;2018;12,1;
Innereien;BRUTTOEIGENERZEUGUNG;2019;67850;
Innereien;BRUTTOEIGENERZEUGUNG;2020;66689;
Innereien;BRUTTOEIGENERZEUGUNG;2021;65982;
Innereien;BRUTTOEIGENERZEUGUNG;2022;64405;
Innereien;BRUTTOEIGENERZEUGUNG;2023;63038;
Innereien;BRUTTOEIGENERZEUGUNG;1994;29801;
Innereien;BRUTTOEIGENERZEUGUNG;1995;44156;
Innereien;BRUTTOEIGENERZEUGUNG;1996;47450;
Innereien;BRUTTOEIGENERZEUGUNG;1998;46282;
Innereien;BRUTTOEIGENERZEUGUNG;1999;47618;
Innereien;BRUTTOEIGENERZEUGUNG;1997;45996;
Innereien;BRUTTOEIGENERZEUGUNG;2000;46559;
Innereien;BRUTTOEIGENERZEUGUNG;2001;46476;
Innereien;BRUTTOEIGENERZEUGUNG;2002;46533;
Innereien;BRUTTOEIGENERZEUGUNG;2003;49914;
Innereien;BRUTTOEIGENERZEUGUNG;2004;52528;
Innereien;BRUTTOEIGENERZEUGUNG;2006;52390;
Innereien;BRUTTOEIGENERZEUGUNG;2005;51434;
Innereien;BRUTTOEIGENERZEUGUNG;2007;54168;
Innereien;BRUTTOEIGENERZEUGUNG;2008;54012;
Innereien;BRUTTOEIGENERZEUGUNG;2010;52271;
Innereien;BRUTTOEIGENERZEUGUNG;2009;51390;
Innereien;BRUTTOEIGENERZEUGUNG;2011;52419;
Innereien;BRUTTOEIGENERZEUGUNG;2012;51315;
Innereien;BRUTTOEIGENERZEUGUNG;2013;54458;
Innereien;BRUTTOEIGENERZEUGUNG;2014;67100;
Innereien;BRUTTOEIGENERZEUGUNG;2015;67474;
Innereien;BRUTTOEIGENERZEUGUNG;2016;67359;
Innereien;BRUTTOEIGENERZEUGUNG;2017;67141;
Innereien;BRUTTOEIGENERZEUGUNG;2018;68085;
Innereien;Einfuhr lebender Tiere;2019;6715;
Innereien;Einfuhr lebender Tiere;2020;6483;
Innereien;Einfuhr lebender Tiere;2021;6548;
Innereien;Einfuhr lebender Tiere;2022;6154;
Innereien;Einfuhr lebender Tiere;2023;6001;
Innereien;Einfuhr lebender Tiere;1994;15;
Innereien;Einfuhr lebender Tiere;1995;783;
Innereien;Einfuhr lebender Tiere;1996;946;
Innereien;Einfuhr lebender Tiere;1998;1529;
Innereien;Einfuhr lebender Tiere;1999;1805;
Innereien;Einfuhr lebender Tiere;1997;1119;
Innereien;Einfuhr lebender Tiere;2000;2009;
Innereien;Einfuhr lebender Tiere;2001;1536;
Innereien;Einfuhr lebender Tiere;2002;2426;
Innereien;Einfuhr lebender Tiere;2003;2385;
Innereien;Einfuhr lebender Tiere;2004;3441;
Innereien;Einfuhr lebender Tiere;2006;4494;
Innereien;Einfuhr lebender Tiere;2005;4227;
Innereien;Einfuhr lebender Tiere;2007;4579;
Innereien;Einfuhr lebender Tiere;2008;5294;
Innereien;Einfuhr lebender Tiere;2010;4611;
Innereien;Einfuhr lebender Tiere;2009;4558;
Innereien;Einfuhr lebender Tiere;2011;4542;
Innereien;Einfuhr lebender Tiere;2012;4600;
Innereien;Einfuhr lebender Tiere;2013;5244;
Innereien;Einfuhr lebender Tiere;2014;7014;
Innereien;Einfuhr lebender Tiere;2015;7501;
Innereien;Einfuhr lebender Tiere;2016;7389;
Innereien;Einfuhr lebender Tiere;2017;7097;
Innereien;Einfuhr lebender Tiere;2018;7117;
Innereien;Ausfuhr lebender Tiere;2019;2673;
Innereien;Ausfuhr lebender Tiere;2020;2464;
Innereien;Ausfuhr lebender Tiere;2021;2033;
Innereien;Ausfuhr lebender Tiere;2022;2110;
Innereien;Ausfuhr lebender Tiere;2023;2485;
Innereien;Ausfuhr lebender Tiere;1994;1103;
Innereien;Ausfuhr lebender Tiere;1995;1745;
Innereien;Ausfuhr lebender Tiere;1996;2032;
Innereien;Ausfuhr lebender Tiere;1998;2222;
Innereien;Ausfuhr lebender Tiere;1999;2229;
Innereien;Ausfuhr lebender Tiere;1997;2043;
Innereien;Ausfuhr lebender Tiere;2000;2023;
Innereien;Ausfuhr lebender Tiere;2001;1305;
Innereien;Ausfuhr lebender Tiere;2002;1354;
Innereien;Ausfuhr lebender Tiere;2003;1485;
Innereien;Ausfuhr lebender Tiere;2004;1650;
Innereien;Ausfuhr lebender Tiere;2006;1870;
Innereien;Ausfuhr lebender Tiere;2005;1791;
Innereien;Ausfuhr lebender Tiere;2007;2044;
Innereien;Ausfuhr lebender Tiere;2008;2071;
Innereien;Ausfuhr lebender Tiere;2010;2099;
Innereien;Ausfuhr lebender Tiere;2009;1792;
Innereien;Ausfuhr lebender Tiere;2011;2529;
Innereien;Ausfuhr lebender Tiere;2012;2373;
Innereien;Ausfuhr lebender Tiere;2013;2243;
